word,url,BD_CLICKS,BD_IMPRESSIONS,BD_CTR,BD_POSITION,metric_scope,migration_class,tier,tier_score,batch_1,static_legacy_status,self_canonical,rendering_quality,indexability_signals_pass,source_completeness_score,source_fields_present,tier_flags
opal,https://ovidhan.net/word/opal.html,0,1,0.0,38.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
opp,https://ovidhan.net/word/opp.html,0,1,0.0,71.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
opportune,https://ovidhan.net/word/opportune.html,0,1,0.0,57.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
oratory,https://ovidhan.net/word/oratory.html,0,1,0.0,35.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
otp,https://ovidhan.net/word/otp.html,0,1,0.0,37.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
overhauling,https://ovidhan.net/word/overhauling.html,0,1,0.0,67.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
overland,https://ovidhan.net/word/overland.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
oversee,https://ovidhan.net/word/oversee.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
overworked,https://ovidhan.net/word/overworked.html,0,1,0.0,41.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pallet,https://ovidhan.net/word/pallet.html,0,1,0.0,95.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
paradis,https://ovidhan.net/word/paradis.html,0,1,0.0,71.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
parked,https://ovidhan.net/word/parked.html,0,1,0.0,87.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
parochial,https://ovidhan.net/word/parochial.html,0,1,0.0,21.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
patronage,https://ovidhan.net/word/patronage.html,0,1,0.0,29.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
payoff,https://ovidhan.net/word/payoff.html,0,1,0.0,87.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
peculiarly,https://ovidhan.net/word/peculiarly.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pedestrian,https://ovidhan.net/word/pedestrian.html,0,1,0.0,25.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
pediatric,https://ovidhan.net/word/pediatric.html,0,1,0.0,61.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
peeing,https://ovidhan.net/word/peeing.html,0,1,0.0,52.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
peeks,https://ovidhan.net/word/peeks.html,0,1,0.0,67.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
peeling,https://ovidhan.net/word/peeling.html,0,1,0.0,57.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
peerless,https://ovidhan.net/word/peerless.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
penicillin,https://ovidhan.net/word/penicillin.html,0,1,0.0,67.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
permanence,https://ovidhan.net/word/permanence.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pernicious,https://ovidhan.net/word/pernicious.html,0,1,0.0,13.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pers,https://ovidhan.net/word/pers.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
perseverance,https://ovidhan.net/word/perseverance.html,0,1,0.0,42.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
perturbation,https://ovidhan.net/word/perturbation.html,0,1,0.0,44.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
phenomenon,https://ovidhan.net/word/phenomenon.html,0,1,0.0,55.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
picky,https://ovidhan.net/word/picky.html,0,1,0.0,27.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pisces,https://ovidhan.net/word/pisces.html,0,1,0.0,41.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
polytechnic,https://ovidhan.net/word/polytechnic.html,0,1,0.0,30.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pork,https://ovidhan.net/word/pork.html,0,1,0.0,76.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
portrayal,https://ovidhan.net/word/portrayal.html,0,1,0.0,72.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pose,https://ovidhan.net/word/pose.html,0,1,0.0,19.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
predecessors,https://ovidhan.net/word/predecessors.html,0,1,0.0,62.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
predominantly,https://ovidhan.net/word/predominantly.html,0,1,0.0,41.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
premises,https://ovidhan.net/word/premises.html,0,1,0.0,18.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pretense,https://ovidhan.net/word/pretense.html,0,1,0.0,58.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
pretentious,https://ovidhan.net/word/pretentious.html,0,1,0.0,31.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
probationary,https://ovidhan.net/word/probationary.html,0,1,0.0,58.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
procure,https://ovidhan.net/word/procure.html,0,1,0.0,19.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
projected,https://ovidhan.net/word/projected.html,0,1,0.0,65.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
prologue,https://ovidhan.net/word/prologue.html,0,1,0.0,31.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
propagating,https://ovidhan.net/word/propagating.html,0,1,0.0,83.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
proprietary,https://ovidhan.net/word/proprietary.html,0,1,0.0,11.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
prospectus,https://ovidhan.net/word/prospectus.html,0,1,0.0,34.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
protectors,https://ovidhan.net/word/protectors.html,0,1,0.0,45.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
purchaser,https://ovidhan.net/word/purchaser.html,0,1,0.0,78.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
purge,https://ovidhan.net/word/purge.html,0,1,0.0,42.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
quake,https://ovidhan.net/word/quake.html,0,1,0.0,37.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
quarry,https://ovidhan.net/word/quarry.html,0,1,0.0,37.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
quests,https://ovidhan.net/word/quests.html,0,1,0.0,60.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rainbow,https://ovidhan.net/word/rainbow.html,0,1,0.0,43.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rant,https://ovidhan.net/word/rant.html,0,1,0.0,58.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
rashid,https://ovidhan.net/word/rashid.html,0,1,0.0,63.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
raunchy,https://ovidhan.net/word/raunchy.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ravi,https://ovidhan.net/word/ravi.html,0,1,0.0,60.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ravioli,https://ovidhan.net/word/ravioli.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
reaffirmed,https://ovidhan.net/word/reaffirmed.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
reassure,https://ovidhan.net/word/reassure.html,0,1,0.0,54.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
rebuild,https://ovidhan.net/word/rebuild.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
recital,https://ovidhan.net/word/recital.html,0,1,0.0,72.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
reckon,https://ovidhan.net/word/reckon.html,0,1,0.0,76.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
redacted,https://ovidhan.net/word/redacted.html,0,1,0.0,10.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
referring,https://ovidhan.net/word/referring.html,0,1,0.0,18.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
remarry,https://ovidhan.net/word/remarry.html,0,1,0.0,71.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
renewal,https://ovidhan.net/word/renewal.html,0,1,0.0,86.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
repetitive,https://ovidhan.net/word/repetitive.html,0,1,0.0,44.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
reproductive,https://ovidhan.net/word/reproductive.html,0,1,0.0,13.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rescheduled,https://ovidhan.net/word/rescheduled.html,0,1,0.0,49.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
resin,https://ovidhan.net/word/resin.html,0,1,0.0,33.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
resonate,https://ovidhan.net/word/resonate.html,0,1,0.0,20.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rod,https://ovidhan.net/word/rod.html,0,1,0.0,16.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
rounding,https://ovidhan.net/word/rounding.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rucksack,https://ovidhan.net/word/rucksack.html,0,1,0.0,62.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
ruckus,https://ovidhan.net/word/ruckus.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
rudimentary,https://ovidhan.net/word/rudimentary.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
ruse,https://ovidhan.net/word/ruse.html,0,1,0.0,38.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sad,https://ovidhan.net/word/sad.html,0,1,0.0,45.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
sandeep,https://ovidhan.net/word/sandeep.html,0,1,0.0,59.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
saturday,https://ovidhan.net/word/saturday.html,0,1,0.0,83.0,BANGLADESH-FILTERED GSC,REVIEW,A,7,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,4,bangla;definition;part_of_speech;example,all-source-examples-rejected
scanlon,https://ovidhan.net/word/scanlon.html,0,1,0.0,29.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
scion,https://ovidhan.net/word/scion.html,0,1,0.0,16.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
scrupulous,https://ovidhan.net/word/scrupulous.html,0,1,0.0,65.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
seasoning,https://ovidhan.net/word/seasoning.html,0,1,0.0,70.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
seconded,https://ovidhan.net/word/seconded.html,0,1,0.0,53.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
seducing,https://ovidhan.net/word/seducing.html,0,1,0.0,57.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
serenade,https://ovidhan.net/word/serenade.html,0,1,0.0,13.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sexism,https://ovidhan.net/word/sexism.html,0,1,0.0,77.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
shadowy,https://ovidhan.net/word/shadowy.html,0,1,0.0,29.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
shattered,https://ovidhan.net/word/shattered.html,0,1,0.0,17.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sher,https://ovidhan.net/word/sher.html,0,1,0.0,28.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
shout,https://ovidhan.net/word/shout.html,0,1,0.0,49.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
shrieking,https://ovidhan.net/word/shrieking.html,0,1,0.0,58.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
shuddering,https://ovidhan.net/word/shuddering.html,0,1,0.0,100.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
shy,https://ovidhan.net/word/shy.html,0,1,0.0,87.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
silicon,https://ovidhan.net/word/silicon.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sinking,https://ovidhan.net/word/sinking.html,0,1,0.0,34.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sinuous,https://ovidhan.net/word/sinuous.html,0,1,0.0,9.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
sire,https://ovidhan.net/word/sire.html,0,1,0.0,78.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
slacking,https://ovidhan.net/word/slacking.html,0,1,0.0,82.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
slant,https://ovidhan.net/word/slant.html,0,1,0.0,39.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
sled,https://ovidhan.net/word/sled.html,0,1,0.0,47.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
slobber,https://ovidhan.net/word/slobber.html,0,1,0.0,23.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
slowing,https://ovidhan.net/word/slowing.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
smells,https://ovidhan.net/word/smells.html,0,1,0.0,64.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
smitten,https://ovidhan.net/word/smitten.html,0,1,0.0,63.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
snoopy,https://ovidhan.net/word/snoopy.html,0,1,0.0,28.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
snug,https://ovidhan.net/word/snug.html,0,1,0.0,54.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,C,1,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,bangla-exactly-duplicates-english;pos-missing;editorial-status-draft
societys,https://ovidhan.net/word/societys.html,0,1,0.0,38.0,BANGLADESH-FILTERED GSC,INVALID/NOISE,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,source-record-missing,source-record-missing
socioeconomic,https://ovidhan.net/word/socioeconomic.html,0,1,0.0,65.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
soho,https://ovidhan.net/word/soho.html,0,1,0.0,9.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
solitude,https://ovidhan.net/word/solitude.html,0,1,0.0,56.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
soothes,https://ovidhan.net/word/soothes.html,0,1,0.0,61.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
sorcerer,https://ovidhan.net/word/sorcerer.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
spaceship,https://ovidhan.net/word/spaceship.html,0,1,0.0,52.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
spectacular,https://ovidhan.net/word/spectacular.html,0,1,0.0,30.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
spencers,https://ovidhan.net/word/spencers.html,0,1,0.0,28.0,BANGLADESH-FILTERED GSC,INVALID/NOISE,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,source-record-missing,source-record-missing
spine,https://ovidhan.net/word/spine.html,0,1,0.0,32.0,BANGLADESH-FILTERED GSC,REVIEW,B,3,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,1,bangla,pos-missing;editorial-status-draft
spins,https://ovidhan.net/word/spins.html,0,1,0.0,49.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
spraying,https://ovidhan.net/word/spraying.html,0,1,0.0,69.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
springboard,https://ovidhan.net/word/springboard.html,0,1,0.0,12.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
spying,https://ovidhan.net/word/spying.html,0,1,0.0,43.0,BANGLADESH-FILTERED GSC,THIN-LEGACY,D,0,False,LEGACY,True,WEAK_OR_JS_DEPENDENT,False,0,none,no-meaning-or-definition
