priority_rank,word,url,candidate_pool,BD_IMPRESSIONS,BD_CLICKS,BD_CTR,BD_POSITION,tier,tier_score,migration_class,static_legacy_status,confidence,source_completeness_score,source_fields_present,BD_RELEVANT_QUERY_IMPRESSIONS,GLOBAL_CONTEXT_IMPRESSIONS,priority_score,reason,proposed_action
194,broad,https://ovidhan.net/word/broad.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
195,broadband,https://ovidhan.net/word/broadband.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
196,broadcast,https://ovidhan.net/word/broadcast.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
197,broken,https://ovidhan.net/word/broken.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
198,broker,https://ovidhan.net/word/broker.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
199,brother,https://ovidhan.net/word/brother.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
200,brothers,https://ovidhan.net/word/brothers.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
201,brought,https://ovidhan.net/word/brought.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
202,brown,https://ovidhan.net/word/brown.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
203,browse,https://ovidhan.net/word/browse.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
204,browser,https://ovidhan.net/word/browser.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
205,bruce,https://ovidhan.net/word/bruce.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
206,buddy,https://ovidhan.net/word/buddy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
207,budget,https://ovidhan.net/word/budget.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
208,buffalo,https://ovidhan.net/word/buffalo.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
209,buffer,https://ovidhan.net/word/buffer.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
210,bug,https://ovidhan.net/word/bug.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
211,bugs,https://ovidhan.net/word/bugs.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
212,build,https://ovidhan.net/word/build.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
213,builder,https://ovidhan.net/word/builder.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
214,building,https://ovidhan.net/word/building.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
215,buildings,https://ovidhan.net/word/buildings.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
216,built,https://ovidhan.net/word/built.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
217,bulgaria,https://ovidhan.net/word/bulgaria.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
218,bulk,https://ovidhan.net/word/bulk.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
219,bulletin,https://ovidhan.net/word/bulletin.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
220,bureau,https://ovidhan.net/word/bureau.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
221,burn,https://ovidhan.net/word/burn.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
222,burning,https://ovidhan.net/word/burning.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
223,bus,https://ovidhan.net/word/bus.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
224,bush,https://ovidhan.net/word/bush.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
225,business,https://ovidhan.net/word/business.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
226,businesses,https://ovidhan.net/word/businesses.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
227,busy,https://ovidhan.net/word/busy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
228,but,https://ovidhan.net/word/but.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
229,butt,https://ovidhan.net/word/butt.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
230,button,https://ovidhan.net/word/button.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
231,buttons,https://ovidhan.net/word/buttons.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
232,buy,https://ovidhan.net/word/buy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
233,buyer,https://ovidhan.net/word/buyer.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
234,buyers,https://ovidhan.net/word/buyers.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
235,buying,https://ovidhan.net/word/buying.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
236,bytes,https://ovidhan.net/word/bytes.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
237,c,https://ovidhan.net/word/c.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
238,cabinet,https://ovidhan.net/word/cabinet.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
239,cable,https://ovidhan.net/word/cable.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
240,cables,https://ovidhan.net/word/cables.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
241,cache,https://ovidhan.net/word/cache.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
242,cafe,https://ovidhan.net/word/cafe.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
243,cake,https://ovidhan.net/word/cake.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
244,calculate,https://ovidhan.net/word/calculate.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
245,calculated,https://ovidhan.net/word/calculated.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
246,calculator,https://ovidhan.net/word/calculator.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
247,calendar,https://ovidhan.net/word/calendar.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
248,california,https://ovidhan.net/word/california.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
249,call,https://ovidhan.net/word/call.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
250,called,https://ovidhan.net/word/called.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
251,calling,https://ovidhan.net/word/calling.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
252,calls,https://ovidhan.net/word/calls.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
253,cam,https://ovidhan.net/word/cam.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
254,cambridge,https://ovidhan.net/word/cambridge.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
255,camcorder,https://ovidhan.net/word/camcorder.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
256,came,https://ovidhan.net/word/came.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
257,camera,https://ovidhan.net/word/camera.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
258,cameras,https://ovidhan.net/word/cameras.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
259,camp,https://ovidhan.net/word/camp.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
260,campaign,https://ovidhan.net/word/campaign.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
261,campbell,https://ovidhan.net/word/campbell.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
262,camping,https://ovidhan.net/word/camping.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
263,campus,https://ovidhan.net/word/campus.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
264,can,https://ovidhan.net/word/can.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
265,canada,https://ovidhan.net/word/canada.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
266,canadian,https://ovidhan.net/word/canadian.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
267,cancel,https://ovidhan.net/word/cancel.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
268,cancer,https://ovidhan.net/word/cancer.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
269,candidate,https://ovidhan.net/word/candidate.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
270,candidates,https://ovidhan.net/word/candidates.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
271,candy,https://ovidhan.net/word/candy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
272,canon,https://ovidhan.net/word/canon.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
273,cap,https://ovidhan.net/word/cap.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
274,capabilities,https://ovidhan.net/word/capabilities.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
275,capability,https://ovidhan.net/word/capability.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
276,capable,https://ovidhan.net/word/capable.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
277,capacity,https://ovidhan.net/word/capacity.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
278,cape,https://ovidhan.net/word/cape.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
279,capital,https://ovidhan.net/word/capital.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
280,captain,https://ovidhan.net/word/captain.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
281,capture,https://ovidhan.net/word/capture.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
282,car,https://ovidhan.net/word/car.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
283,carbon,https://ovidhan.net/word/carbon.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
284,card,https://ovidhan.net/word/card.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
285,cards,https://ovidhan.net/word/cards.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
286,care,https://ovidhan.net/word/care.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
287,career,https://ovidhan.net/word/career.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
288,careers,https://ovidhan.net/word/careers.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
289,carefully,https://ovidhan.net/word/carefully.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
290,caribbean,https://ovidhan.net/word/caribbean.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
